"Group","Scenario","Geography","ValueType","Value","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","50th centile","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"PHE","Forecast","London","death_inc_line",197.587689488131,47.4405708110711,78.8615555835952,137.662073449117,287.166511945533,522.959038863564,775.819060343349,775.819060343349,12,4,2020,8,4,2020
"PHE","Forecast","London","death_inc_line",196.180583094249,46.8525460242094,77.5422506133097,135.833419150039,284.395792493478,517.634714300638,773.015587546822,773.015587546822,12,4,2020,9,4,2020
"PHE","Forecast","London","death_inc_line",193.824644461383,45.8378247305918,75.5373697455775,133.158730435499,280.792542933696,514.425502462961,763.684930634517,763.684930634517,12,4,2020,10,4,2020
"PHE","Forecast","London","death_inc_line",189.738904574778,44.452019933983,73.3843566509034,129.510863688244,275.296843451567,495.858064558717,748.502432681648,748.502432681648,12,4,2020,11,4,2020
"PHE","Forecast","London","death_inc_line",182.919432111728,43.0481744349109,70.0825658110288,124.562820080418,265.572601365155,476.801099544673,728.188558993646,728.188558993646,12,4,2020,12,4,2020
"PHE","Forecast","London","death_inc_line",175.634075393983,41.4585601278548,66.3132457970177,119.329079122504,256.634521835062,462.577128487577,703.511644779805,703.511644779805,12,4,2020,13,4,2020
"PHE","Forecast","London","death_inc_line",167.359227397872,39.1772552484148,62.5649602922818,113.741600173689,246.662087050882,445.690898531882,688.901153584652,688.901153584652,12,4,2020,14,4,2020
"PHE","Forecast","London","death_inc_line",158.569466013083,37.7443487159352,59.5826966427026,107.136851223817,235.96130812262,426.38685040975,649.241273889872,649.241273889872,12,4,2020,15,4,2020
"PHE","Forecast","London","death_inc_line",149.480181862418,36.7424730129297,55.5857233179074,100.682511357008,222.435422735581,397.472538414395,621.952517477835,621.952517477835,12,4,2020,16,4,2020
"PHE","Forecast","London","death_inc_line",140.524062227291,34.0111742235657,52.399999793096,93.792701621666,210.642072660158,370.700986249459,586.242554178949,586.242554178949,12,4,2020,17,4,2020
"PHE","Forecast","London","death_inc_line",131.264990751543,30.8979564715343,48.3218811154935,87.0260953693101,197.340172344953,346.748008852585,564.019597337656,564.019597337656,12,4,2020,18,4,2020
"PHE","Forecast","London","death_inc_line",121.800525257,28.467103237551,44.1374373739141,80.5736604061113,185.494203875433,326.617418691532,542.635972034363,542.635972034363,12,4,2020,19,4,2020
"PHE","Forecast","London","death_inc_line",112.376240495161,25.8328347660391,40.5817947094102,74.266990648255,170.688815004659,306.441263395875,529.620782020812,529.620782020812,12,4,2020,20,4,2020
"PHE","Forecast","London","death_inc_line",102.996312196328,23.3308113007938,36.7491579377247,68.1898076384796,158.938808425557,290.39937508379,509.417775603615,509.417775603615,12,4,2020,21,4,2020
"PHE","Forecast","London","death_inc_line",94.2899426957675,20.9760717797943,33.1322512513492,61.9848080902983,147.783473783248,269.0343362408,479.001763446401,479.001763446401,12,4,2020,22,4,2020
"PHE","Forecast","London","death_inc_line",85.5995134232312,18.7769432704613,30.0619173345911,55.9861801631206,136.84731131695,252.331151552389,456.377559381576,456.377559381576,12,4,2020,23,4,2020
"PHE","Forecast","London","death_inc_line",78.1319643291206,16.8103709209551,26.8322744360329,50.4489610332609,125.543285139244,239.627519481357,434.787033802865,434.787033802865,12,4,2020,24,4,2020
"PHE","Forecast","London","death_inc_line",70.622620945924,15.1002853801237,24.0954242483827,45.5453767710935,114.192771786859,231.760415818881,413.294685002299,413.294685002299,12,4,2020,25,4,2020
"PHE","Forecast","London","death_inc_line",64.2130245530114,13.5188652275345,21.3695033497512,40.7803892956314,103.957812742395,219.529571973732,392.073150497426,392.073150497426,12,4,2020,26,4,2020
"PHE","Forecast","London","death_inc_line",57.6113446440879,12.0644211084997,18.9348619073186,36.4727294998723,93.8037123497617,206.419641009593,371.19343812717,371.19343812717,12,4,2020,27,4,2020
"PHE","Forecast","London","death_inc_line",51.7702775512942,10.7197279608316,16.5774775797821,32.3933790840996,85.2053618345481,197.17156614557,350.89370443183,350.89370443183,12,4,2020,28,4,2020
"PHE","Forecast","London","death_inc_line",46.0209098538909,9.34995249312551,14.8387594964404,28.6701949395761,78.3266713127976,182.410864906305,331.16613481237,331.16613481237,12,4,2020,29,4,2020
"PHE","Forecast","London","death_inc_line",40.9043130796354,8.14825090595779,13.243412293417,25.3880003323846,70.8586999890431,170.088705560783,319.547694662996,319.547694662996,12,4,2020,30,4,2020
"PHE","Forecast","London","death_inc_line",36.6882948977816,7.11100446083671,11.5124509691781,22.3923248218872,63.9789578372716,160.724204779593,306.854116859823,306.854116859823,12,4,2020,1,5,2020
"PHE","Forecast","Midlands","death_inc_line",6.39610409823994,1.59184534307084,2.5364668016486,4.2970514044135,9.21933110701897,14.6562874991546,21.981288507769,21.981288507769,12,4,2020,14,3,2020
"PHE","Forecast","Midlands","death_inc_line",7.65766734896747,1.93042039090122,3.05522333161806,5.12693702337256,10.9769955642027,17.3111802026015,25.9656759741106,25.9656759741106,12,4,2020,15,3,2020
"PHE","Forecast","Midlands","death_inc_line",9.10368075060754,2.31566402835496,3.64290968633269,6.10888321368461,13.0680568274343,20.596647400054,30.6279297426597,30.6279297426597,12,4,2020,16,3,2020
"PHE","Forecast","Midlands","death_inc_line",10.8663136095839,2.75264992988227,4.32931088370817,7.25400393003102,15.4990119659536,24.4243780814608,36.0837201854774,36.0837201854774,12,4,2020,17,3,2020
"PHE","Forecast","Midlands","death_inc_line",12.9458644454009,3.24384173868792,5.11196015302064,8.61816349329258,18.3931203756004,29.1653618348247,42.8067963020417,42.8067963020417,12,4,2020,18,3,2020
"PHE","Forecast","Midlands","death_inc_line",15.3674834631087,3.87114028728955,5.95587575952956,10.2528388743213,21.8957935878688,34.1573964500523,51.4904361240903,51.4904361240903,12,4,2020,19,3,2020
"PHE","Forecast","Midlands","death_inc_line",18.1923230841572,4.63674386700146,7.05031370546125,12.1961529032525,25.7967994876125,40.458806169818,61.8874890021294,61.8874890021294,12,4,2020,20,3,2020
"PHE","Forecast","Midlands","death_inc_line",21.5709361881606,5.5518938599775,8.35890334163554,14.4396353449016,30.6046611064611,47.9410220703593,74.3252810908523,74.3252810908523,12,4,2020,21,3,2020
"PHE","Forecast","Midlands","death_inc_line",25.526249623403,6.65127609338663,9.96099141582604,17.1745520623424,36.154054382436,56.9285894012072,88.7184891623986,88.7184891623986,12,4,2020,22,3,2020
"PHE","Forecast","Midlands","death_inc_line",30.0745183561704,7.95262336366422,11.853758737396,20.3098774198204,42.7456335178742,67.0242527146336,104.206363455797,104.206363455797,12,4,2020,23,3,2020
"PHE","Forecast","Midlands","death_inc_line",35.734144460434,9.51407908231997,13.931135197199,24.1793514304844,50.4650018339956,79.228887355856,122.434970083162,122.434970083162,12,4,2020,24,3,2020
"PHE","Forecast","Midlands","death_inc_line",42.2892753635731,11.3536453934003,16.3661739414527,28.4824786655299,59.6723413903055,93.9769609214996,146.085873267613,146.085873267613,12,4,2020,25,3,2020
"PHE","Forecast","Midlands","death_inc_line",50.0805252118491,13.3222489021378,19.2668383639295,33.6147674602501,70.2769891235663,110.825277040966,173.25910943916,173.25910943916,12,4,2020,26,3,2020
"PHE","Forecast","Midlands","death_inc_line",58.9265478010006,15.7532359147967,22.7875254678827,39.4749444226685,82.8997092228911,129.961095940161,203.390995541004,203.390995541004,12,4,2020,27,3,2020
"PHE","Forecast","Midlands","death_inc_line",69.0428458906122,18.4023373299676,26.5744200257003,46.1241340290177,96.355960441685,151.190417502974,236.97991145442,236.97991145442,12,4,2020,28,3,2020
"PHE","Forecast","Midlands","death_inc_line",79.8736061271111,21.1287405348552,30.8697123977666,53.44586787828,111.66482682658,174.71118358357,273.243737798336,273.243737798336,12,4,2020,29,3,2020
"PHE","Forecast","Midlands","death_inc_line",91.3390878580453,24.3487685071015,35.3470676736965,60.7804758046177,127.388149540575,198.731459680423,311.043313322917,311.043313322917,12,4,2020,30,3,2020
"PHE","Forecast","Midlands","death_inc_line",102.465834085607,27.6557803090413,39.8534309304481,68.5509384674089,143.098006269355,223.335397809912,349.027784431321,349.027784431321,12,4,2020,31,3,2020
"PHE","Forecast","Midlands","death_inc_line",113.572865110643,30.6503527257321,44.1982351529439,76.0944347213011,159.1171045349,248.31188556014,385.796848461811,385.796848461811,12,4,2020,1,4,2020
"PHE","Forecast","Midlands","death_inc_line",123.809728943254,33.4112201295179,48.2254714659909,82.9915532712428,174.174970435413,270.022721156044,423.757364349996,423.757364349996,12,4,2020,2,4,2020
"PHE","Forecast","Midlands","death_inc_line",132.813936677771,35.8428672461639,51.8181901516523,89.3705072734919,187.786564829615,290.892604270123,456.059414704131,456.059414704131,12,4,2020,3,4,2020
"PHE","Forecast","Midlands","death_inc_line",140.757168674167,38.0490621230933,55.1459114747937,94.6887488727506,199.559376271924,307.97073959337,484.595111605301,484.595111605301,12,4,2020,4,4,2020
"PHE","Forecast","Midlands","death_inc_line",147.210230526487,40.4679783323831,57.2567135513225,99.2510699819834,209.029318410595,324.084059973791,508.710357305978,508.710357305978,12,4,2020,5,4,2020
"PHE","Forecast","Midlands","death_inc_line",151.05659221164,42.048626379439,58.5106028811518,102.163397144599,215.088148569966,336.596072196959,528.147292356407,528.147292356407,12,4,2020,6,4,2020
"PHE","Forecast","Midlands","death_inc_line",154.607606440269,42.5874474567552,59.4868003479787,104.412823107986,219.977631267396,345.725419183401,542.769684444256,542.769684444256,12,4,2020,7,4,2020
"PHE","Forecast","Midlands","death_inc_line",155.8136097019,42.6238822027925,59.9292666613183,105.840751152771,222.603387024737,347.948168938836,543.416383160843,543.416383160843,12,4,2020,8,4,2020
"PHE","Forecast","Midlands","death_inc_line",156.803213585541,42.943311595449,59.5825911668458,104.720439344787,222.645263471274,348.023850098809,534.786942815857,534.786942815857,12,4,2020,9,4,2020
"PHE","Forecast","Midlands","death_inc_line",155.204514411907,42.0412616000086,58.9931551953782,103.641682754698,219.75178612082,344.113018100269,520.781917583897,520.781917583897,12,4,2020,10,4,2020
"PHE","Forecast","Midlands","death_inc_line",151.504537332427,40.7858943329774,57.5682597723773,102.110440035415,215.183612905834,340.553564148726,507.33465670067,507.33465670067,12,4,2020,11,4,2020
"PHE","Forecast","Midlands","death_inc_line",147.647228713287,39.2360665911807,55.8865148673855,99.6101046405362,210.011557931975,332.636264829554,507.088588755514,507.088588755514,12,4,2020,12,4,2020
"PHE","Forecast","Midlands","death_inc_line",143.136834203066,37.4510750360117,53.8701828752342,96.0445246778801,203.456839873472,330.055630935424,511.58130737188,511.58130737188,12,4,2020,13,4,2020
"PHE","Forecast","Midlands","death_inc_line",138.191049328273,35.9584041162885,51.6410958907933,92.446157789853,196.72768582395,316.652274657837,496.674507841306,496.674507841306,12,4,2020,14,4,2020
"PHE","Forecast","Midlands","death_inc_line",131.845638402134,33.7485170293084,49.6473669149572,88.1374465449925,187.854419369504,309.722463184586,491.057303216619,491.057303216619,12,4,2020,15,4,2020
"PHE","Forecast","Midlands","death_inc_line",125.209554766481,31.4626829568639,46.7426466669007,83.1421927070451,179.320126966943,297.785181155363,488.099072530978,488.099072530978,12,4,2020,16,4,2020
"PHE","Forecast","Midlands","death_inc_line",118.382294606156,29.1478468819775,43.7541446807493,78.4414626108787,169.978400781934,286.435345561558,471.644227736442,471.644227736442,12,4,2020,17,4,2020
"PHE","Forecast","Midlands","death_inc_line",111.111975264794,26.8641115863974,40.7608743276147,73.4239214132313,160.284914311997,277.180867305222,462.706543900901,462.706543900901,12,4,2020,18,4,2020
"PHE","Forecast","Midlands","death_inc_line",104.420157446131,24.7113893625147,37.5742328933129,68.4863015968724,151.07588837139,266.714401872693,443.430228201641,443.430228201641,12,4,2020,19,4,2020
"PHE","Forecast","Midlands","death_inc_line",96.5464429536116,23.0320856062071,34.5452041390547,63.4257956470326,142.036738999956,256.963176797447,420.622939073404,420.622939073404,12,4,2020,20,4,2020
"PHE","Forecast","Midlands","death_inc_line",88.7664997418317,20.9587477764657,31.4976131440517,58.4712196815764,133.189889671905,244.471699661268,403.708960140064,403.708960140064,12,4,2020,21,4,2020
"PHE","Forecast","Midlands","death_inc_line",80.9763082560318,18.7491150225224,28.8987089153853,53.4454314783439,124.953319591601,233.348600780151,394.877231525175,394.877231525175,12,4,2020,22,4,2020
"PHE","Forecast","Midlands","death_inc_line",74.8789300100752,16.9035332038743,25.7841699351488,48.6912763347284,116.809178714577,222.233721349776,371.583791879894,371.583791879894,12,4,2020,23,4,2020
"PHE","Forecast","Midlands","death_inc_line",68.6553477696271,15.2154192146824,23.2783756784239,44.1587858801188,108.274600605329,213.34087950767,364.382921671362,364.382921671362,12,4,2020,24,4,2020
"PHE","Forecast","Midlands","death_inc_line",62.905652379228,13.6469495866561,20.7534361923632,39.7732772699865,100.852851236997,204.303664104144,330.18679569242,330.18679569242,12,4,2020,25,4,2020
"PHE","Forecast","Midlands","death_inc_line",56.9389531444297,12.1427744572924,18.3467739069891,35.5886913867543,92.4880147087715,192.327647753914,323.730369957542,323.730369957542,12,4,2020,26,4,2020
"PHE","Forecast","Midlands","death_inc_line",51.5490683372305,10.87323740632,16.2319932095105,31.7937376075222,85.1461571538315,180.137919111571,315.725968360486,315.725968360486,12,4,2020,27,4,2020
"PHE","Forecast","Midlands","death_inc_line",46.7475471972813,9.65791339158986,14.400821339246,28.5478324994262,78.2036806479234,167.622035907391,300.967950088702,300.967950088702,12,4,2020,28,4,2020
"PHE","Forecast","Midlands","death_inc_line",41.9407703661815,8.55341052909999,12.7557781646209,25.6107489566445,71.559740749199,161.918082077604,298.360128768363,298.360128768363,12,4,2020,29,4,2020
"PHE","Forecast","Midlands","death_inc_line",37.8792610076224,7.55422140381213,11.3533474639853,22.6525959416526,65.7233372460265,155.412475538234,298.244273772542,298.244273772542,12,4,2020,30,4,2020
"PHE","Forecast","Midlands","death_inc_line",33.7375415199702,6.64744181802819,10.0717439088366,20.0566022437678,60.3152156380117,145.317912163907,298.067832672017,298.067832672017,12,4,2020,1,5,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",1.65286214366301,0.389565254886641,0.640101431246428,1.15143902269876,2.47773608171741,4.09968194051829,5.8423841200571,5.8423841200571,12,4,2020,14,3,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",2.06940580290751,0.48849439895933,0.798497097402131,1.43930577098997,3.11128942035483,5.10528103438705,7.27606119267192,7.27606119267192,12,4,2020,15,3,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",2.59138170628367,0.615503994699494,0.997504185588979,1.79864130593524,3.89594848239122,6.31161871368543,9.12841207201273,9.12841207201273,12,4,2020,16,3,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",3.25621717873674,0.775320662324208,1.24576984388307,2.23928867863153,4.83314890857906,7.91471434227882,11.6229605493478,11.6229605493478,12,4,2020,17,3,2020
